id,location_category,golf_name,golf_address,golf_scale,golf_holes,golf_latitude,golf_longitude
271,전북,이서파크골프장,전라북도 완주군 이서면 용서리 777-2 지사울공원,,9,35.8293874,127.0199593
272,경기,이천시파크골프장,경기도 이천시 안흥동 33번지,,18,37.2713081,127.4636656
273,전북,익산파크골프장,전라북도 익산시 오산면 목천리 967-1,,18,35.9113857,126.9226226
274,강원,인제군파크골프장,강원도 인제군 인제읍 남북리 살구미길 27-5,,27,000,000
275,인천,인천송도파크골프장,인천광역시 연수구 송도동 1번지 달빛공원 내,,18,37.3952906,126.6597540
276,경기,일동파크골프장,경기도 포천시 일동면 새낭로267,,18,37.9999112,127.3291005
277,전북,임실파크골프장,전라북도 임실군 오수면 오수리 3,,27,35.5484748,127.3322414
278,서울,잠실파크골프장,서울특별시 송파구 올림픽로 25 잠실종합운동장 내,,9,37.5148022,127.0736261
279,부산,장림파크골프장,부산시 사하구,,9,35.104585,128.974817
280,전남,장성군 A파크골프장,전남 장성군 황룡면 월평리 590-1,,9,35.2893268,126.7657450
281,전남,장성군 B파크골프장,전남 장성군 황룡면 신호리 53-1,,9,35.2842138,126.7613686
282,인천,장수파크골프장,인천광역시 남동구 백범로64,,18,37.4550736,126.7413527
283,경기,장애인파크골프장,경기도 남양주시 진건읍 송능2리(광해군묘),,9,000,000
284,경남,장천파크골프장,경상남도 창원시 진해구 진해대로1099번길 149 생태숲가는길중간지점,,18,35.1331149,128.7228749
285,경기,장호원파크골프장,경기도 이천시 장호원읍 오남리 304-5(청미천 둔치),,18,37.1018204,127.6325969
286,전남,장흥파크골프장,전남 장흥군 관산읍 옥당리 535-16,,9,34.5660730,126.9348926
287,충남,전원파크골프구장,충청남도 서산시 대산읍 운산리,,18,36.9574,126.4635
288,경기,정발파크골프장,경기도 고양시 일산동구 마두동819 정발산배수지,,9,37.6624244,126.7798616
289,경남,정촌파크골프장,경상남도 진주시 정촌면,,9,35.131258,128.102906
290,충북,제천중전리파크골프장,충청북도 제천시 금성면 신담길 213,,18,37.0578845,128.1875960
291,경남,조만강파크골프장,경상남도 김해시 장유면 칠산로 127-25,,36,000,000
292,세종,조천파크골프장,세종특별자치시 조치원읍 새내22길(서창천교 옆),,9,000,000
293,경남,종합경기장파크골프장,경상남도 진주시 동진로 415 진주종합경기장 내,,9,35.1828856,128.1358180
294,강원,주문진 신리파크골프장,강원도 강릉시 주문진읍 신리천,,9,000,000
295,경기,죽전파크골프장,경기도 용인시 수지구 죽전동555-4 죽전체육공원(하수처리장),,9,37.3301771,127.1134666
296,전북,줄포파크골프장,전라북도 부안군 줄포면 생태공원로 170 부안자연생태공원 내,,18,35.5791238,126.6669582
297,서울,중랑천 파크골프장,서울특별시 노원구 월계동 230-10 중랑천변,,9,37.6373562,127.0582831
298,경기,중산파크골프장,경기도 고양시 일산동구 중산로217 중산공원,,9,37.6913850,126.7799752
299,세종,중앙공원파크골프장,세종특별자치시 연기면 세종동 1204,,9,000,000
300,충북,증평파크골프장,충청북도 증평군 증평읍 삼보로 40-60 증평군 수질개선사업소 내,,9,36.7839403,127.5662136
301,경북,지곡파크골프장,경상북도 포항시 남구 효곡동 ,,9,36.010235,129.329422
302,경남,지수파크골프장,경상남도 진주시 지수면,,9,35.235082,128.269587
303,전북,진안파크골프장,전라북도 진안군 진안읍 운산리 76,,18,35.8158352,127.4625735
304,울산,진장 파크골프장,울산광역시 북구 진장동 400,,27,35.5686543,129.3532046
305,대구,진천파크골프장,대구광역시 달성군 화원읍 구라리 188-1,,18,35.8150931,128.5050353
306,충북,진천파크골프장,충북 진천군 진천읍 장관리,,18,36.8717,127.4253
307,경남,차황파크골프장,경상남도 산청군 차황면 친환경로 3581,,9,35.4636885,127.9278067
308,경남,창녕유어파크골프장,경상남도 창녕군 유어면 미구리 588,,18,35.5076527,128.4007562
309,경남,창원시 대산드림파크골프장,경상남도 창원시 의창구 대산면 북부리 196-2(문화체육공원내),,18,35.3519975,128.7213969
310,충남,천안도솔파크골프장,충청남도 천안시 동남구 천안대로 844 도솔광장 내,,18,36.8243337,127.1629634
311,충남,천안풍세파크골프장,충청남도 천안시 동남구 풍세면 용정리 971 풍세산단 내 공원,,9,36.7332078,127.1056630
312,충남,천안한들파크골프장,충청남도 천안시 서북구 음봉로 861-50,,9,36.8281331,127.1044989
313,경북,철우파크골프장,경상북도 안동시 운흥동 구 안동역내,,9,000,000
314,강원,철원군파크골프장,강원도 철원군 갈말읍 군탄리 869,,18,38.1567255,127.3034831
315,광주,첨단체육공원 파크골프장,광주광역시 광산구 쌍암동 695-3 첨단생활체육공원 내,,9,35.2130180,126.8522762
316,경북,청도파크골프장,경상북도 청도군 청도읍 월곡2길 15,,18,35.6284249,128.7591723
317,경북,청송파크골프장,경상북도 청송군 청송읍 송생리 784-1,,18,36.3860197,129.0861310
318,경기,청심빌리지파크골프장,경기도 가평군 설악면 송산리711 청심빌리지,,9,37.6885876,127.5137435
319,충남,청양군파크골프장,청양군 청양읍 읍내리 백세공원,"10,000",18,000,000
320,강원,청일파크골프장,강원도 횡성군 청일면 유평리 613-1,,18,37.5681297,128.1230135
321,충북,청주오송파크골프장,충청북도 청주시 흥덕구 오송읍 오송생명2로 187 오송생명과학단지 내,,9,36.6385903,127.3319297
322,충북,청주장애인파크골프장,충청북도 청주시 흥덕구 미호로99,,18,36.6804212,127.4363967
323,충북,청주파크골프장,충청북도 청주시 흥덕구 미호로99,,27,36.6804212,127.4363967
324,충북,청주호미골파크골프장,충청북도 청주시 상당구 용정동 25,,9,36.6407749,127.5215638
325,전북,청하파크골프장,전라북도 김제시 청하면 강변로151 근처,,18,35.9043080,126.8547140
326,강원,춘천 소양강파크골프장,강원도 춘천시 장학리 459-11,,18,37.9159866,127.7467105
327,강원,춘천서면파크골프장,강원도 춘천시 서면 박서로800,,18,000,000
328,충북,충주단월파크골프장,충청북도 충주시 단월동 635-4,,18,36.9443626,127.8916541
329,충북,충주장애인파크골프장,충청북도 충주시 용관동 창현로1400,,9,000,000
330,충북,충주호파크골프장,충청북도 충주시 목행동 749-3,,36,37.0143099,127.9155243
331,경남,칠서강나루파크골프장,경상남도 함안군 칠서면 이룡리 998,,45,35.3924527,128.5088893
332,제주,칠십리파크골프장,제주특별자치도 서귀포시 서홍동 663-2,,18,33.2442367,126.5576485
333,경남,칠암파크골프장,경상남도 진주시 칠암동 남강둔치,,9,000,000
334,강원,태백파크골프장,강원도 태백시 백두대간로 179 태백스포츠파크 내,,18,37.2011157,128.9739860
335,충남,태안파크골프장,충청남도 태안군 태안읍 기업도시로 443,,18,36.7141094,126.3303970
336,경기,파주금강산랜드파크골프장,경기도 파주시 월롱면 위전리89,,9,37.7913224,126.7999417
337,경기,파주파크골프장,경기도 파주시 교하로577(심학산배수지입구),,18,37.7071435,126.7151364
338,경남,평거파크골프장,경상남도 진주시 평거동,,18,35.17381,128.065425
339,강원,평창파크골프장,강원도 평창군 평창읍 종부리 969-1,,9,37.3591504,128.3836838
340,경기,평택파크골프장,경기도 평택시 비전동 1005-1,,9,37.0024543,127.0938601
341,경기,포천시파크골프장,24년말 준공,,36,000,000
342,경북,풍기파크골프장,경상북도 영주시 풍기읍 창락리 303-1 남원천변,,18,36.8828675,128.4763920
343,경남,풍호파크골프장,경상남도 창원시 진해구 풍호동 26-1,,9,35.1348021,128.7123843
344,경기,하남시파크골프장,경기도 하남시 맘월동 226 미사경정공원 내 ,24,36,000,000
345,경남,하남파크골프장,경상남도 밀양시 하남읍 수산리 418-5,,9,35.3688474,128.7194057
346,경남,하대둔치 파크골프장,경상남도 진주시 하대동,,9,35.189391,128.127387
347,경남,하동파크골프장,경상남도 하동군 진교면 송원리51-412 ,,36,35.0184823,127.9137221
348,경북,하리파크골프장,경상북도 안동시 송천동 하리체육공원,,18,000,000
349,대구,하빈파크골프장,대구광역시 달성군 하빈면 봉촌리 1200-3,,27,35.8615623,128.3880352
350,경북,하양파크골프장,경상북도 경산시 하양읍 동서리172-4,,18,35.9104137,128.8345351
351,서울,한강파크골프장,서울특별시 영등포구 여의도동 86 ,,9,37.5223048,126.9429902
352,강원,한반도섬 파크골프장,강원도 양구군 양구읍 동수리 334-17,,27,38.1266306,127.9777830
353,전남,한빛원자력파크골프장,전라남도 영광군 홍농읍 성산리 494 한마음공원 내,,36,35.4145012,126.4312207
354,세종,한솔파크골프장,세종특별자치시 가람동 765,,9,36.4790612,127.2458844
355,경남,함안샛담파크골프장,경상남도 함안군 함안면 강명리1469-23,,18,35.2144472,128.4373757
356,경남,함안파크골프장,경상남도 함안군 법수면 주물리 351,,27,35.3344831,128.3679310
357,경남,함양파크골프장,경상남도 함양군 함양읍 하림강변길 131 하림공원 내,,18,35.5111115,127.7400378
358,전남,함평군파크골프장,전남 함평군 함평으브 곤재로 83,,36,000,000
359,경남,합천군파크골프장,경상남도 합천군 합천읍 합천리 20번지,,36,35.5721245,128.1699040
360,전남,해남파크골프장,전라남도 해남군 삼산면 봉학리 154-7,,18,34.5257532,126.5520022
361,경북,해평파크골프장,경상북도 구미시 해평면 낙산리1095-34,,18,36.2418882,128.3455180
362,강원,행구동파크골프장,강원도 원주시 행구로 362 행구수변공원,,9,37.3423169,127.9967410
363,전남,혁신도시파크골프장,전남  나주시 빛가람동 4-346,,9,35.0201998,126.7906840
364,강원,현리근린공원파크골프장,강원도 인제군 기린면 현리 785 근린공원,,9,37.9492794,128.3134063
365,경북,형산장애인전용파크골프장,경상북도 포항시 남구 형산강북로 371,,18,36.0087430,129.3662689
366,경북,형산파크골프장,경상북도 포항시 남구 해도동 119-1 형산둔치 형산강변체육공원 내,,36,36.0169182,129.3737369
367,경남,호계파크골프장,경상남도 창원시 마산회원구 내서읍 호계 본동로 59-1,,18,35.2645734,128.5194591
368,충남,홍성군파크골프장,충청남도 홍성군 홍성읍 충서로1707번길 150,,18,36.6117831,126.6932398
369,강원,홍천강변파크골프장,강원도 홍천군 홍천읍 갈마곡리 267-10,,18,37.6981036,127.9003034
370,부산,화명파크골프장,부산광역시 북구 화명동 1718-17 화명생태공원 내,,27,35.2310897,129.0038965
371,부산,화명파크골프장,부산시 북구 화명동 1718-11,,9,35.2380251,129.0053693
372,대구,화원 진천파크골프장,대구광역시 화원읍 구라리 1400번지 일원,,18,35.8174291,128.4999998
373,경기,화정파크골프장,경기도 고양시 덕양구 은빛로77,,9,37.6371219,126.8364515
374,강원,화천 산천어 파크골프장(1구장),강원도 화천군 하남면 춘화로 3061-17,"37,544",18,38.0759901,127.6881024
375,강원,화천 산천어 파크골프장(2구장),강원특별자치도 화천군 하남면 춘화로 3061-17,,18,38.0759901,127.6881024
376,강원,화천파크골프장,강원도 화천군 하남면 용암리 1115번지,,18,38.0940550,127.6985858
377,경남,황산파크골프장,경상남도 양산시 물금읍 증산리967-1,,36,35.2963800,128.9999378
378,제주,회천파크골프장,제주특별자치도 제주시 와흘전1길 32 제주시생활체육공원 내,,18,33.4723756,126.6365086
379,강원,횡성파크골프장,강원도 횡성군 횡성읍 앞들동2로 45-19,,18,37.4832020,127.9878028
380,경남,횡천파크골프장,경상남도 하동군 횡청면 횡천리 639-3,,18,000,000
381,대구,효령파크골프장,대구광역시 군위군 효령면 장기리 116,,9,36.1401341,128.5928459
382,광주,효령파크골프장,광주광역시 북구 하서로 950,,9,35.2407423,126.9118074
